trade_date,candidate_index,symbol,name,涨幅%,source,pattern_match,pattern_ids,pattern_id,phase1_score_100,phase2_score_100,phase2_is_cusum_event,phase1_center_score,phase2_center_score,centered_risk_score,phase4_score_100,phase4_composite_score,phase4_composite_rank,phase5_score_100,phase7_score_100,phase7_trade_permission,macd_cross_state,macd_divergence_state,volume_price_divergence_state,ATR14,ATR%,1ATR止损参考,2ATR止损参考,2ATR止盈参考,3ATR止盈参考,建议总仓位%,波动分层,reason,trade_permission,next_open_trade_permission,next_open_trade_warning,trade_permission_note,source_tags,phase7_feature_trade_date,phase7_model_name,phase7_model_version,phase1_feature_trade_date,phase1_model_name,phase1_model_version,phase2_feature_trade_date,phase2_model_name,phase2_model_version,phase4_feature_trade_date,phase4_model_name,phase4_model_version,macd,macd_signal_line,macd_hist,macd_top_divergence_15d,macd_bottom_divergence_15d,bullish_volume_price_divergence_flag,bearish_volume_price_divergence_flag,交易日期,收盘价,patterns,distance_to_ma20,volume_ratio_20,recent_high_date,recent_high_price,days_since_recent_high,distance_from_recent_high_pct,ma20_slope_short_pct,ma20_slope_long_pct,ma60_slope_short_pct,ma60_slope_long_pct,pullback_volume_contraction_ratio,ma20_touch_date,ma20_touch_distance,连续上榜天数,macd_top_divergence_signal_date,old_high_date,old_high_price,days_since_old_high,max_drawdown_since_old_high,distance_to_old_high_pct,breakout_date,breakout_volume_ratio,breakout_close_position,breakout_upper_shadow_pct,breakout_body_pct,breakout_turnover,breakout_turnover_state,extension_above_old_high_pct,days_after_breakout,post_breakout_max_high_extension_pct,macd_bottom_divergence_signal_date,duck_peak_date,duck_peak_price,days_since_duck_peak,neck_start_date,neck_return_pct,neck_low_to_peak_return_pct,pullback_low_date,pullback_low_price,peak_to_pullback_drawdown_pct,nostril_cross_date,days_since_nostril_cross,cross_after_pullback_low_days,nostril_cross_ma5_ma10_gap_pct,latest_ma5_ma10_gap_pct,nostril_volume_ma20_ratio,distance_to_duck_peak_pct,pullback_volume_peak_tail_ratio,pullback_back_half_volume_ratio,pullback_max_single_day_peak_tail_ratio,large_bearish_count,max_bearish_body_pct,max_bearish_volume_ratio,pullback_max_volume,pattern6_branch,anchor_date,anchor_close,support_price,anchor_volume_ratio_prev,anchor_volume_ratio_ma20,launch_confirm_high_date,launch_confirm_high_price,launch_confirm_return_pct,peak_date,peak_price,anchor_to_peak_return_pct,limit_up_like_count,pullback_volume_ratio_to_anchor,pullback_front_half_avg_volume,pullback_back_half_avg_volume,rise_tail_avg_volume,pullback_max_rise_tail_volume_ratio,breakdown_date,breakdown_volume_ratio_to_anchor,reclaim_date,days_to_reclaim,post_reclaim_days,support_touch_date
2026-05-08,30,"=""002303""",美盈森,2.029,phase4_top,False,,,70.34,74.66,1,80.68,89.32,111.8828,94.71,111.8828,11.0,82.93,100.0,allow,above_signal,none,none,0.0767,2.18,3.4433,3.3666,3.6734,3.7501,40.0,低波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.0477,-0.081,0.0665,False,False,False,False,2026-05-08,3.52,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,31,"=""002495""",佳隆股份,0.7435,phase4_top,False,,,79.33,77.55,0,98.66,95.1,111.8748,92.57,111.8748,12.0,12.85,100.0,allow,above_signal,none,bullish,0.0853,3.15,2.6247,2.5393,2.8807,2.966,37.35,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0204,-0.0031,0.0471,False,False,True,False,2026-05-08,2.71,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,32,"=""002455""",百川股份,-1.7992,phase4_top,False,,,99.13,82.55,0,61.74,94.9,111.8072,95.48,111.8072,13.0,59.79,100.0,allow,below_signal,none,none,0.6642,6.4,9.7058,9.0417,11.6983,12.3625,18.38,高波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.6279,-0.5439,-0.1681,False,False,False,False,2026-05-08,10.37,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,33,"=""000506""",招金黄金,2.3923,phase4_top,False,,,85.3,74.6,0,89.4,89.2,111.526,93.67,111.526,14.0,61.99,100.0,allow,golden_cross,none,none,0.8307,4.85,16.2893,15.4586,18.7814,19.612,24.26,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.353,-0.408,0.1101,False,False,False,False,2026-05-08,17.12,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,34,"=""002232""",启明信息,0.11,phase4_top,False,,,76.21,75.1,0,92.42,90.2,111.0876,92.87,111.0876,15.0,72.92,100.0,allow,golden_cross,bottom_divergence,bullish,0.4384,2.41,17.7616,17.3233,19.0767,19.5151,40.0,低波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0405,0.0077,0.0656,False,True,True,False,2026-05-08,18.2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2026-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,35,"=""603130""",云中马,-0.169,phase4_top,False,,,88.59,68.79,0,82.82,77.58,111.0452,95.11,111.0452,16.0,61.43,100.0,allow,above_signal,none,bullish,1.884,3.99,45.376,43.492,51.028,52.9119,29.49,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1.5637,1.0752,0.9771,False,False,True,False,2026-05-08,47.26,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,36,"=""600596""",新安股份,0.4202,phase4_top,False,,,86.44,81.17,0,87.12,97.66,110.8288,92.14,110.8288,17.0,73.0,100.0,allow,dead_cross,none,bearish,0.4286,3.59,11.5214,11.0929,12.8071,13.2357,32.77,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1004,0.134,-0.0673,False,False,False,True,2026-05-08,11.95,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,37,"=""603998""",方盛制药,-0.7253,phase4_top,False,,,80.1,75.64,0,99.8,91.28,110.8076,91.87,110.8076,18.0,67.32,100.0,allow,above_signal,bottom_divergence,bullish,0.2647,2.42,10.6853,10.4205,11.4795,11.7442,40.0,低波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.0522,-0.1422,0.18,False,True,True,False,2026-05-08,10.95,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2026-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,38,"=""002188""",中天服务,1.2676,phase4_top,False,,,79.36,55.23,0,98.72,50.46,110.8028,96.85,110.8028,19.0,55.3,100.0,allow,above_signal,none,none,0.2886,4.01,6.9014,6.6127,7.7673,8.0559,29.34,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1287,0.034,0.1894,False,False,False,False,2026-05-08,7.19,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,39,"=""002316""",亚联发展,0.1776,phase4_top,False,,,90.37,65.84,0,79.26,71.68,110.7624,95.82,110.7624,20.0,68.99,100.0,allow,above_signal,none,none,0.205,3.64,5.435,5.2299,6.0501,6.2551,32.32,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0365,-0.0234,0.1198,False,False,False,False,2026-05-08,5.64,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
